"","X","Pub.Date","Top.Stories","URL","Entity.MP","Entity.Province","Entity.Infrastructure","Entity.Healthcare","Entity.Police","Entity.Education","Entity.Politics","Entity.Extractive.Industry","Entity.Agriculture.Livestock","Entity.Defence","Entity.Tourism"
"664",664,"March 20, 2023","Poor road conditions a cover for crooks","https://www.postcourier.com.pg/poor-road-conditions-a-cover-for-crooks/",NA,NA,"Road",NA,NA,NA,NA,NA,NA,NA,NA
"665",665,"March 20, 2023","Australian Defence chief opens building","https://www.postcourier.com.pg/australian-defence-chief-opens-building/","Win",NA,NA,NA,NA,NA,"Politics",NA,NA,"PNGDF",NA
"666",666,"March 20, 2023","Petition against Namah dismissed","https://www.postcourier.com.pg/petition-against-namah-dismissed/","Namah","West Sepik",NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"667",667,"March 17, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-265/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668",668,"March 17, 2023","Eoe appointed as acting Commerce Minister","https://www.postcourier.com.pg/eoe-appointed-as-acting-commerce-minister/","David",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"669",669,"March 17, 2023","Wenge: Budget to be reviewed every three months","https://www.postcourier.com.pg/wenge-budget-to-be-reviewed-every-three-months/","Wenge",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"670",670,"March 17, 2023","Newspaper vendors fined","https://www.postcourier.com.pg/newspaper-vendors-fined/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",671,"March 17, 2023","Judge refuses bid in â€˜interest of justiceâ€™","https://www.postcourier.com.pg/judge-refuses-bid-in-interest-of-justice/","David",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",672,"March 17, 2023","Fisheries authority funds school classrooms","https://www.postcourier.com.pg/fisheries-authority-funds-school-classrooms/","Jelta",NA,NA,NA,NA,"School","Politics",NA,NA,NA,NA
"673",673,"March 17, 2023","NA names Nakin as their candidate","https://www.postcourier.com.pg/na-names-nakin-as-their-candidate/","Nakin",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"674",674,"March 17, 2023","Sir Bob sworn in as GG","https://www.postcourier.com.pg/sir-bob-sworn-in-as-gg0/","Sir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",675,"March 17, 2023","Parliament ratifies border agreement","https://www.postcourier.com.pg/parliament-ratifies-border-agreement/","Tkatchenko",NA,NA,NA,NA,NA,"Politics",NA,NA,"Defence",NA
"676",676,"March 17, 2023","Police need help to prosecute crime","https://www.postcourier.com.pg/police-need-help-to-prosecute-crime/","Puka",NA,NA,NA,"Police",NA,"Politics",NA,NA,NA,NA
"677",677,"March 17, 2023","Polye: Respect decision","https://www.postcourier.com.pg/polye-respect-decision/","Polye",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"678",678,"March 17, 2023","Police Force needs breathalyser","https://www.postcourier.com.pg/police-force-needs-breathalyser/","Joseph",NA,NA,NA,"Police",NA,NA,NA,NA,NA,NA
"679",679,"March 16, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-264/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",680,"March 16, 2023","Sika: Police presence in Koki has been consistent","https://www.postcourier.com.pg/sika-police-presence-in-koki-has-been-consistent/",NA,"National Capital District",NA,NA,"Police",NA,NA,NA,NA,NA,NA
"681",681,"March 16, 2023","Marape, Oâ€™Neill at loggerheads over economy","https://www.postcourier.com.pg/marape-oneill-at-loggerheads-over-economy/","Ling-Stuckey",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"682",682,"March 16, 2023","WAN set up in 1994 to stop inequality, discrimination","https://www.postcourier.com.pg/wan-set-up-in-1994-to-stop-inequality-discrimination/","Peter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",683,"March 16, 2023","Customs: Importers not paying correct tax","https://www.postcourier.com.pg/customs-importers-not-paying-correct-tax/","David",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684",684,"March 16, 2023","Treasurer: IMF loan for budget support","https://www.postcourier.com.pg/treasurer-imf-loan-for-budget-support/","Ling-Stuckey",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"685",685,"March 16, 2023","â€˜I am innocent until proven guiltyâ€™","https://www.postcourier.com.pg/i-am-innocent-until-proven-guilty/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",686,"March 16, 2023","Govt defends education contracts","https://www.postcourier.com.pg/govt-defends-education-contracts/","Uguro",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"687",687,"March 16, 2023","15 directors respond to movie pitch","https://www.postcourier.com.pg/15-directors-respond-to-movie-pitch/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"military",NA
"688",688,"March 16, 2023","Women hold top positions","https://www.postcourier.com.pg/women-hold-top-positions/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",689,"March 16, 2023","NARI Momase dedication services staged","https://www.postcourier.com.pg/nari-momase-dedication-services-staged/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",690,"March 15, 2023","â€˜Take responsibilityâ€™","https://www.postcourier.com.pg/take-responsibility/","Rosso",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"691",691,"March 15, 2023","Talk on human rights defenders bill","https://www.postcourier.com.pg/talk-on-human-rights-defenders-bill/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692",692,"March 15, 2023","Fake media release not from BPNG","https://www.postcourier.com.pg/fake-media-release-not-from-bpng/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",693,"March 15, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-263/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",694,"March 15, 2023","Bandong primary opens three staff houses","https://www.postcourier.com.pg/bandong-primary-opens-three-staff-houses/",NA,NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"695",695,"March 15, 2023","Local biscuit company facing shutdown","https://www.postcourier.com.pg/local-biscuit-company-facing-shutdown/","Ian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696",696,"March 15, 2023","Data vital for implementation","https://www.postcourier.com.pg/data-vital-for-implementation/","Peter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697",697,"March 15, 2023","Survivors look for answers after 38 years","https://www.postcourier.com.pg/survivors-look-for-answers-after-38-years/","Richard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",698,"March 15, 2023","Terema arrested","https://www.postcourier.com.pg/terema-arrested/","William",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",699,"March 15, 2023","Carbon trade operators in Pomio","https://www.postcourier.com.pg/carbon-trade-operators-in-pomio/","Kapavore",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"700",700,"March 15, 2023","NDB not a profit making bank","https://www.postcourier.com.pg/ndb-not-a-profit-making-bank/","Duma",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"701",701,"March 15, 2023","Tkatchenko announces visa on arrival for China, Indonesia","https://www.postcourier.com.pg/tkatchenko-announces-visa-on-arrival-for-china-indonesia/","Tkatchenko",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"702",702,"March 15, 2023","â€˜Unemployment a concernâ€™","https://www.postcourier.com.pg/unemployment-a-concern/","Ling-Stuckey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",703,"March 15, 2023","Crime continues as Govt has no answer","https://www.postcourier.com.pg/crime-continues-as-govt-has-no-answer/","Tsiamalili",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"704",704,"March 15, 2023","Campaign to save Lae Biscuit","https://www.postcourier.com.pg/campaign-to-save-lae-biscuit/","Ian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705",705,"March 14, 2023","City manager apologises for traffic","https://www.postcourier.com.pg/city-manager-apologises-for-traffic/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",706,"March 14, 2023","Busu opens new K1.6 million building","https://www.postcourier.com.pg/busu-opens-new-k1-6-million-building/","Rosso",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"707",707,"March 14, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-262/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",708,"March 14, 2023","Businesses struggle","https://www.postcourier.com.pg/businesses-struggle/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709",709,"March 14, 2023","Wynn finally receives container home","https://www.postcourier.com.pg/wynn-finally-receives-container-home/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",710,"March 14, 2023","BSP warn against online money scams","https://www.postcourier.com.pg/bsp-warn-against-online-money-scams/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711",711,"March 14, 2023","Bandoang strives to provide service despite lack of space","https://www.postcourier.com.pg/bandoang-strives-to-provide-service-despite-lack-of-space/","John",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"712",712,"March 14, 2023","Mothers welcome new market","https://www.postcourier.com.pg/mothers-welcome-new-market/","Sia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713",713,"March 14, 2023","Towe: Decline in sales a tax issue, nothing to do with forex","https://www.postcourier.com.pg/towe-decline-in-sales-a-tax-issue-nothing-to-do-with-forex/","David",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",714,"March 14, 2023","Stakeholder meeting on Boroko rehab project","https://www.postcourier.com.pg/stakeholder-meeting-on-boroko-rehab-project/","Parkop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",715,"March 14, 2023","Juffa responds to Kokoda Track concerns","https://www.postcourier.com.pg/juffa-responds-to-kokoda-track-concerns/","Charlie","Northern",NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"716",716,"March 13, 2023","â€˜Do your job!â€™","https://www.postcourier.com.pg/do-your-job/","David",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"717",717,"March 13, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-261/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718",718,"March 13, 2023","Buimo health centre, Marie Stopes run awareness on family planning","https://www.postcourier.com.pg/buimo-health-centre-marie-stopes-run-awareness-on-family-planning/",NA,NA,NA,"Health Centre",NA,NA,NA,NA,NA,NA,NA
"719",719,"March 13, 2023","Road works begin for Usino Bundi","https://www.postcourier.com.pg/road-works-begin-for-usino-bundi/",NA,NA,"Road",NA,NA,NA,NA,NA,NA,NA,NA
"720",720,"March 13, 2023","Works saves K105m law suit","https://www.postcourier.com.pg/works-saves-k105m-law-suit/","Mirisim",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"721",721,"March 13, 2023","Graduate pays tribute to family","https://www.postcourier.com.pg/graduate-pays-tribute-to-family/","James",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722",722,"March 13, 2023","Police committed, but canâ€™t do it alone","https://www.postcourier.com.pg/police-committed-but-cant-do-it-alone/","Marape",NA,NA,NA,"Police",NA,NA,NA,NA,NA,NA
"723",723,"March 13, 2023","Polye calls for integrated digital learning system","https://www.postcourier.com.pg/polye-calls-for-integrated-digital-learning-system/","Polye",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"724",724,"March 13, 2023","Lynn calls for inquiry","https://www.postcourier.com.pg/lynn-calls-for-inquiry/","Charlie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725",725,"March 13, 2023","1RPIR marks 72 years","https://www.postcourier.com.pg/1rpir-marks-72-years/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"military",NA
"726",726,"March 10, 2023","K27m given to SMEs for stationary distribution","https://www.postcourier.com.pg/k27m-given-to-smes-for-stationary-distribution/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727",727,"March 10, 2023","Five killed in Porgera ethnic clash","https://www.postcourier.com.pg/five-killed-in-porgera-ethnic-clash/","Peter","Enga",NA,NA,NA,NA,NA,NA,NA,NA,NA
"728",728,"March 10, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-260/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",729,"March 10, 2023","Ramcy enrols for Bachelor in Accounting","https://www.postcourier.com.pg/ramcy-enrols-for-bachelor-in-accounting/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",730,"March 10, 2023","New gear for Northern police traffic and highway patrol","https://www.postcourier.com.pg/new-gear-for-northern-police-traffic-and-highway-patrol/","Juffa","Northern","Road",NA,"Police",NA,NA,NA,NA,NA,NA
"731",731,"March 10, 2023","Nasfund pays 4.3% interest","https://www.postcourier.com.pg/nasfund-pays-4-3-interest0/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732",732,"March 10, 2023","Soldiers take over streets of Boroko","https://www.postcourier.com.pg/soldiers-take-over-streets-of-boroko/","Philip",NA,"Road",NA,"Police",NA,NA,NA,NA,"PNGDF",NA
"733",733,"March 10, 2023","National Airport Corporation acting MD position illegally extended","https://www.postcourier.com.pg/national-airport-corporation-acting-md-position-illegally-extended/","Schnaubelt",NA,"Airport",NA,NA,NA,"Politics",NA,NA,NA,NA
"734",734,"March 10, 2023","Oâ€™Neill welcomes announcement of FEED by Total Energies","https://www.postcourier.com.pg/oneill-welcomes-announcement-of-feed-by-total-energies/","Peter",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"735",735,"March 10, 2023","Goroka market open","https://www.postcourier.com.pg/goroka-market-open/","Sia","Eastern Highlands",NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",736,"March 10, 2023","Bumbu peace process on track","https://www.postcourier.com.pg/bumbu-peace-process-on-track/","James",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737",737,"March 9, 2023","Taxis to shut down operation on Monday","https://www.postcourier.com.pg/taxis-to-shut-down-operation-on-monday/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738",738,"March 9, 2023","Stop bullying us, says Taxi opertator","https://www.postcourier.com.pg/stop-bullying-us-says-taxi-opertator/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739",739,"March 9, 2023","Female cops acknowledged","https://www.postcourier.com.pg/female-cops-acknowledged/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740",740,"March 9, 2023","â€˜Your savings are safe and is paramount to NCSLâ€™","https://www.postcourier.com.pg/your-savings-are-safe-and-is-paramount-to-ncsl/","Ian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741",741,"March 9, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-259/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",742,"March 9, 2023","Warders investigated over alleged leave breach","https://www.postcourier.com.pg/warders-investigated-over-alleged-leave-breach/","Kaiwi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",743,"March 9, 2023","Teachers pay rise delay","https://www.postcourier.com.pg/teachers-pay-rise-delay/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",744,"March 9, 2023","Roalakona holds top position","https://www.postcourier.com.pg/roalakona-holds-top-position/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745",745,"March 9, 2023","Women meet on â€˜embracing equityâ€™","https://www.postcourier.com.pg/women-meet-on-embracing-equity/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",746,"March 9, 2023","Chronic kidney disease sufferer shares experience","https://www.postcourier.com.pg/chronic-kidney-disease-sufferer-shares-experience/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747",747,"March 9, 2023","Opposition: Ransom paid sets bad precedence","https://www.postcourier.com.pg/opposition-ransom-paid-sets-bad-precedence/","Tomuriesa",NA,NA,NA,NA,NA,"Politics",NA,NA,"military",NA
"748",748,"March 9, 2023","Japanese govt donates to schools","https://www.postcourier.com.pg/japanese-govt-donates-to-schools/","Kool",NA,NA,NA,NA,"School","Politics",NA,NA,NA,NA
"749",749,"March 8, 2023","Education ream inspecting Wau-Waria schools","https://www.postcourier.com.pg/education-ream-inspecting-wau-waria-schools/","John","Morobe",NA,NA,NA,"School",NA,NA,NA,NA,NA
"750",750,"March 8, 2023","Haiveta: FEED is here, Take it seriously","https://www.postcourier.com.pg/haiveta-feed-is-here-take-it-seriously/","Haiveta",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"751",751,"March 8, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-258/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",752,"March 8, 2023","Teachers to be terminated in light of torture of women","https://www.postcourier.com.pg/teachers-to-be-terminated-in-light-of-torture-of-women/","Uguro",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"753",753,"March 8, 2023","Teachers want pay system restored","https://www.postcourier.com.pg/teachers-want-pay-system-restored/","John",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754",754,"March 8, 2023","First globally to reinject Co2 into well-pads","https://www.postcourier.com.pg/first-globally-to-reinject-co2-into-well-pads/","Kua",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"755",755,"March 8, 2023","Papua LNG on track","https://www.postcourier.com.pg/papua-lng-on-track/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",756,"March 8, 2023","Marape backs good investors","https://www.postcourier.com.pg/marape-backs-good-investors/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"757",757,"March 8, 2023","â€˜PNG is our second homeâ€™","https://www.postcourier.com.pg/png-is-our-second-home/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",758,"March 8, 2023","Pre selection for army long-range recon unit","https://www.postcourier.com.pg/pre-selection-for-army-long-range-recon-unit/",NA,NA,NA,NA,NA,NA,"Politics",NA,NA,"soldiers",NA
"759",759,"March 7, 2023","NCDC pledges K800, 000  for next Hiri Moale Festival","https://www.postcourier.com.pg/ncdc-pledges-k800-000-for-next-hiri-moale-festival/","Parkop","National Capital District",NA,NA,NA,NA,NA,NA,NA,NA,NA
"760",760,"March 7, 2023","Awareness on market opening begins","https://www.postcourier.com.pg/awareness-on-market-opening-begins/","Sia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761",761,"March 7, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-257/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",762,"March 7, 2023","Colonisation of Papua New Guinea","https://www.postcourier.com.pg/colonisation-of-papua-new-guinea/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",763,"March 7, 2023","Muthuvelâ€™s election petition dismissed","https://www.postcourier.com.pg/muthuvels-election-petition-dismissed/","Muthuvel",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"764",764,"March 7, 2023","Picture of schoolgirl being held captive goes viral","https://www.postcourier.com.pg/picture-of-schoolgirl-being-held-captive-goes-viral/","Joseph",NA,NA,NA,NA,"School",NA,NA,NA,NA,NA
"765",765,"March 7, 2023","Marape: Govt not involved","https://www.postcourier.com.pg/marape-govt-not-involved/","Duma",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"766",766,"March 7, 2023","K7 million forensics lab  to open next month","https://www.postcourier.com.pg/k7-million-forensics-lab-to-open-next-month/","Gordon",NA,NA,NA,NA,NA,NA,NA,NA,"Defence",NA
"767",767,"March 7, 2023","Anslom world tour continues at Blackout nightclub","https://www.postcourier.com.pg/anslom-world-tour-continues-at-blackout-nightclub/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",768,"March 7, 2023","Women forced into deceasedâ€™s home, interrogated for 11 hours","https://www.postcourier.com.pg/women-forced-into-deceaseds-home-interrogated-for-11-hours/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Defence",NA
"769",769,"March 7, 2023","Separate stands for store items and cooked food","https://www.postcourier.com.pg/separate-stands-for-store-items-and-cooked-food/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770",770,"March 7, 2023","Cocaine destruction stalled","https://www.postcourier.com.pg/cocaine-destruction-stalled/","John",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",771,"March 7, 2023","MP says no funds allocated for Wau-Waria","https://www.postcourier.com.pg/mp-says-no-funds-allocated-for-wau-waria/","Wenge","Morobe",NA,NA,NA,NA,NA,NA,NA,NA,NA
"772",772,"March 7, 2023","Crackdown on rogue officers","https://www.postcourier.com.pg/crackdown-on-rogue-officers/","David",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",773,"March 6, 2023","Frog breeding program successful","https://www.postcourier.com.pg/frog-breeding-program-successful/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774",774,"March 6, 2023","Mirisim warns contractors  on importance of safety wear","https://www.postcourier.com.pg/mirisim-warns-contractors-on-importance-of-safety-wear/","Mirisim",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"775",775,"March 6, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-256/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776",776,"March 6, 2023","Parties to pay costs","https://www.postcourier.com.pg/parties-to-pay-costs/","Simon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777",777,"March 6, 2023","Magistrate supports strict betelnut laws","https://www.postcourier.com.pg/magistrate-supports-strict-betelnut-laws/","John",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"778",778,"March 6, 2023","Namah and Enuma star in Sandline movie pitch","https://www.postcourier.com.pg/namah-and-enuma-star-in-sandline-movie-pitch/","Namah","West Sepik",NA,NA,NA,NA,"Politics",NA,NA,"Defence",NA
"779",779,"March 6, 2023","Hiri Hanenamo queen crowned","https://www.postcourier.com.pg/hiri-hanenamo-queen-crowned/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780",780,"March 6, 2023","Singirok completes pitch","https://www.postcourier.com.pg/singirok-completes-pitch/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781",781,"March 6, 2023","Kokoda Highway cleared after flood","https://www.postcourier.com.pg/kokoda-highway-cleared-after-flood/",NA,"Northern","Road",NA,NA,NA,NA,NA,NA,NA,NA
"782",782,"March 6, 2023","Districts, provinces urged to submit acquittals","https://www.postcourier.com.pg/districts-provinces-urged-to-submit-acquittals/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",783,"March 6, 2023","Sea support for Hiri Moale","https://www.postcourier.com.pg/sea-support-for-hiri-moale/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784",784,"March 6, 2023","Festival empowering women","https://www.postcourier.com.pg/festival-empowering-women/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785",785,"March 6, 2023","Kamili primary needs new classroom","https://www.postcourier.com.pg/kamili-primary-needs-new-classroom/","Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786",786,"March 6, 2023","Marape meets with French President","https://www.postcourier.com.pg/marape-meets-with-french-president/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"787",787,"March 3, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-255/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788",788,"March 3, 2023","Children with special needs to benefit from new building","https://www.postcourier.com.pg/children-with-special-needs-to-benefit-from-new-building/","David",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789",789,"March 3, 2023","K10,000 fine or imprisonment","https://www.postcourier.com.pg/k10000-fine-or-imprisonment/",NA,NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"790",790,"March 3, 2023","Inclusive education resource centre refurbished","https://www.postcourier.com.pg/inclusive-education-resource-centre-refurbished/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791",791,"March 3, 2023","No major incident at sea","https://www.postcourier.com.pg/no-major-incident-at-sea/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792",792,"March 3, 2023","Media stakeholders stand united with PNG Media Council","https://www.postcourier.com.pg/media-stakeholders-stand-united-with-png-media-council/","Peter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793",793,"March 3, 2023","Police uncover 117kg of meth","https://www.postcourier.com.pg/police-uncover-117kg-of-meth/","Donald",NA,NA,NA,"Police",NA,NA,NA,NA,NA,NA
"794",794,"March 3, 2023","Chinese govt train PNG officials","https://www.postcourier.com.pg/chinese-govt-train-png-officials/",NA,NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"795",795,"March 3, 2023","Talks on enforcing Vagrancy Act begins","https://www.postcourier.com.pg/talks-on-enforcing-vagrancy-act-begins/","Sir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796",796,"March 3, 2023","Peter: Hospital not top priority","https://www.postcourier.com.pg/peter-hospital-not-top-priority0/","Peter",NA,NA,"Hospital",NA,NA,"Politics",NA,NA,NA,NA
"797",797,"March 3, 2023","Wong opposes discharge of nuke","https://www.postcourier.com.pg/wong-opposes-discharge-of-nuke/","Wong",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"798",798,"March 3, 2023","Aust to give two aircrafts","https://www.postcourier.com.pg/aust-to-give-two-aircrafts/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PNGDF",NA
"799",799,"March 3, 2023","Petitions to cost State K71 million","https://www.postcourier.com.pg/petitions-to-cost-state-k71-million/","Simon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",800,"March 3, 2023","French ambassador pays courtesy visit to department","https://www.postcourier.com.pg/french-ambassador-pays-courtesy-visit-to-department/","Samuel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801",801,"March 2, 2023","Multi-million kina dumpsters","https://www.postcourier.com.pg/multi-million-kina-dumpsters/","Parkop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802",802,"March 2, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-254/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803",803,"March 2, 2023","Suspects rounded up for ransacking Ok Tedi vessel","https://www.postcourier.com.pg/suspects-rounded-up-for-ransacking-ok-tedi-vessel/",NA,"Western",NA,NA,"Police",NA,NA,NA,NA,NA,NA
"804",804,"March 2, 2023","Early learning school marks 10-year milestone","https://www.postcourier.com.pg/early-learning-school-marks-10-year-milestone/","Luther",NA,NA,NA,NA,"School",NA,NA,NA,NA,NA
"805",805,"March 2, 2023","AG carries out performance audit","https://www.postcourier.com.pg/ag-carries-out-performance-audit/","Gordon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806",806,"March 2, 2023","NCDC and Japan seal third phase  of waste management project","https://www.postcourier.com.pg/ncdc-and-japan-seal-third-phase-of-waste-management-project/",NA,"National Capital District",NA,NA,NA,NA,NA,NA,NA,NA,NA
"807",807,"March 2, 2023","Cops using Meth","https://www.postcourier.com.pg/cops-using-meth/","Ipatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808",808,"March 2, 2023","Hiri Moale Festival this weekend","https://www.postcourier.com.pg/hiri-moale-festival-this-weekend/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809",809,"March 2, 2023","Warning against use of herbal medicine","https://www.postcourier.com.pg/warning-against-use-of-herbal-medicine/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
